Tanda,Empresa,Zona/Sede,Empleados,Sector,Tier,Por qué encaja,Señales,Fuentes
Oculta/Oil&Gas,ULMA Forged Solutions,España,186,Oil and Gas,A,"ULMA Forged Solutions es un fabricante puro de componentes forjados de alta especificacion (bridas, fittings, piezas OEM) en acero al carbono, inoxidable, duplex, Inconel y titanio. Fundada en 1962, con 186 empleados y sede en Oñati (Pais Vasco). Exporta el 98% de su produccion a mas de 80 paises en cinco continentes, con facturacion superior a 120 M EUR. Tiene oficinas comerciales en EEUU, Corea y Dubai. Sus clientes son constructores de plantas, EPCs, OEMs y operadores en oil&gas, petroquimica, aeronautica, nuclear y generacion de energia — universo de compradores amplio y diversificado. Los productos son de alto ticket (materiales especiales, certificaciones ASME/API, bridas a medida) con ciclo de venta largo. Encaja perfectamente con el patron ICP de Neety: fabricante industrial exportador con necesidad real de inteligencia comercial por senales de proyecto (proyectos de plantas, licitaciones EPC, expansiones industriales).","FABRICANTE de bridas y componentes forjados de alta especificacion — no operador ni servicio (web 2025) | Exporta 98% de produccion a mas de 80 paises en 5 continentes (SPRI / ulmaforge.com) | Facturacion superior a 120 M EUR anuales (ulmaforge.com) | 186 empleados segun LinkedIn Sales Navigator (pool_gap.json) | Dos plantas productivas en Pais Vasco (Oñati y Lazkao) con capacidad de 100.000 t de forja (ulmaforge.com) | Oficinas comerciales propias en EEUU, Corea y Dubai — venta directa internacional (ulmaforge.com) | Clientes en oil&gas, petroquimica, aeronautica, naval y nuclear — universo de compradores amplio (ulmaforge.com) | Productos certificados ASME/ASTM/API — ticket alto y ciclo largo tipico de proyectos industriales (ulmaforge.com) | Miembro del Grupo ULMA cooperativa vasca — empresa independiente, no filial de multinacional extranjera (Wikipedia)",https://www.ulmaforge.com/en/ | https://www.ulmaforge.com/en/about-us/ | https://www.spri.eus/es/tecnologia-comunicacion/ulma-forged-solutions-lider-mundial-en-bridas-en-ee-uu-y-oriente-medio/ | https://blog.projectmaterials.com/suppliers/ulma-forja-s-coop-ulma-forged-solutions/ | https://en.wikipedia.org/wiki/ULMA_Group
Oculta/Logistica,ELECTRANS (Electrosistemas Bach S.A.),España,235,Rail Transportation,A,"ELECTRANS es FABRICANTE de equipos y sistemas de señalización ferroviaria (pasos a nivel, señales LED, detección de trenes, sistemas ATP/ATC), no operador ferroviario. Fundada en Barcelona en 1977, con ~235 empleados y presencia en 5 continentes. Exporta activamente: instalaciones en Camerún, Egipto (80 pasos a nivel, 3,5M€), y más de 10.000 unidades operativas en servicio en todo el mundo. Sus compradores son operadoras ferroviarias, administradores de infraestructura y consorcios (CAF, Hitachi Rail, Adif, etc.) — universo amplio y diversificado. Venta directa a clientes finales confirmada (contrato propio con Camerún, Egipto). Ticket alto y ciclo largo propios del sector ferroviario. Encaja perfectamente en el patrón FABRICANTE de bien de equipo industrial exportador que busca Neety.","FABRICANTE de sistemas de señalización ferroviaria desde 1977 — pasos a nivel, señales LED, detección de trenes (electrans.es/about-us) | Más de 10.000 unidades operativas en servicio a escala mundial (búsqueda 2026) | Presencia activa en 5 continentes con empleados internacionales (~235 según LinkedIn) | Contrato en Egipto: 80 pasos a nivel por 3,5M€ — ticket alto, venta directa (ElEconomista feb-2026) | Contrato en Camerún: 6 pasos a nivel — expansión Africa (búsqueda 2026) | Partícipe junto a CAF y Hitachi Rail en proyecto de 30M€ para actualizar seguridad ferroviaria en Mallorca (ElEconomista feb-2026) | Exhibidor en Rail Live 2025 — presencia comercial activa en ferias internacionales | Reconocida por CEPYME500 como empresa industrial mediana destacada española",https://www.electrans.es/en/about-us/ | https://railmarket.com/eu/profile/electrosistemas-bach-s-a | https://www.eleconomista.es/transportes-turismo/noticias/13781368/02/26/caf-hitachi-rail-y-electrans-actualizaran-el-sistema-de-seguridad-de-los-trenes-de-mallorca-por-30-millones.html | https://www.cepyme500.com/es/empresa/electrosistemas-bach | https://magazine.mafex.es/electrosistemas-bach-electrans-hall-25-stand-255/ | https://suppliers.catalonia.com/detail/electrosistemas-bach/4137
"Oculta/Oil,Gas&Mining",AMPO,España,625,"Oil, Gas, and Mining",A,"AMPO es un fabricante industrial de manual: produce válvulas de alta ingeniería y castings en acero inoxidable y aleaciones especiales desde 1964 en Idiazabal (Gipuzkoa). No es operador Oil&Gas — es el fabricante de equipo que vende a las operadoras y EPCs de todo el mundo. Exportador masivo (el mayor exportador de válvulas de acero inoxidable de España según datos de envíos), con clientes directos como Aramco, ExxonMobil, Qatar Energy, Hyundai, Técnicas Reunidas en Oil&Gas, LNG, refinería, minería y nuclear. Facturación ~285M€ (2025), 625 empleados, venta directa a cliente final industrial con ticket alto (proyectos grandes de infraestructura energética) y ciclo de venta largo. Universo de compradores muy amplio: EPCs, operadoras petroleras, plantas de LNG, refinerías, proyectos nucleares y mineros a nivel global. Encaja perfectamente en el patrón ICP de Neety: fabricante industrial exportador con necesidad de inteligencia de señales de proyectos internacionales.","FABRICANTE de válvulas de alta ingeniería y castings en acero inoxidable desde 1964 — planta propia en Idiazabal con 45.000m² y capacidad 1.110 t/mes (ampo.com, 2025) | Mayor exportador de válvulas de acero inoxidable de España — 28 envíos registrados en ImportGenius, por encima de competidores (ImportGenius, 2025) | Acuerdo marco firmado con Saudi Aramco para suministro de válvulas y servicios — presencia en Arabia Saudí desde 1998 con +20.000 válvulas suministradas (ampo.com, 2025) | Clientes directos de primer nivel: ExxonMobil, Qatar Energy, Hyundai, Técnicas Reunidas — venta directa confirmada (búsqueda, 2025) | Facturación estimada ~285M€ en 2025 (+10,46% vs año anterior) — ticket alto y crecimiento sostenido (Crónica Vasca / ADEGI, marzo 2025) | 625 empleados (LinkedIn) — tamaño mid-market dentro del rango ICP | Sectores Oil&Gas, LNG, refinería, minería, nuclear — exactamente los sectores donde se buscan fabricantes de equipo de alto valor | Inversión activa: nuevo taller de mecanizado de 12.500m² en construcción (ampo.com, 2025)",https://www.ampo.com/about-us/ | https://www.ampo.com/es/ampo-poyam-valves-firma-con-aramco-un-acuerdo-marco-para-el-suministro-de-valvulas-y-servicios-de-alto-valor-tecnologico/ | https://www.importgenius.com/suppliers/ampo-poyam-valves | https://cronicavasca.elespanol.com/empresas/20250507/ampo-suministro-de-la-industria-petrolera-india/1003742655183_0.html | https://www.adegi.es/adegi/noticia-empresas-guipuzcoanas-n-197-marzo-202503/
Oculta/Logistica,Esnova Racks,España,143,Warehousing,A,"FABRICANTE confirmado de sistemas de almacenaje industrial (racking, transelevadores, sistemas satélite, cantilever). CNAE 2511 — fabricación de estructuras metálicas. Exporta a 42 países en 5 continentes; 60% del negocio es internacional (Alemania, UK, Francia, Oriente Medio, América). ~230 empleados (2025). Clasificada como 2ª empresa nacional y 6ª mundial en su categoría. Universo de compradores amplísimo (alimentación, farmacia, madera, textil, transporte, industria general). Ticket alto y ciclo de venta largo propio de proyectos de automatización de almacén. Encaja de lleno en el patrón ICP tipo AR Racking / POLYPAL / Mecalux que busca Neety.","FABRICANTE con CNAE 2511 (fabricación estructuras metálicas) confirmado por Iberinform y registros mercantiles | Exporta a 42 países, 5 continentes; 60% facturación internacional (Revistalogistec, 2021) | Proyectos de automatización ejecutados en USA, Países Bajos, España, UK, Portugal, Rep. Checa e Indonesia | 230 empleados (2025) — tamaño mid-market dentro del rango ICP | 2ª empresa nacional y 6ª mundial en fabricantes de sistemas de almacenaje (Revistalogistec) | Más de 50 años de know-how en diseño y fabricación de Storage Systems (LinkedIn/esnova.com) | Filial de software propia (Esnova Racks Software SL) indica producto propio + integración, no servicio puro",https://esnova.com/es/esnova/ | https://esnova.com/en/ | https://www.revistalogistec.com/index.php/2021/05/13/esnova-racks-se-expande-y-aterriza-en-america/ | https://www.iberinform.es/empresa/506312/esnova-racks | https://www.empresia.es/empresa/esnova-racks/
"Oculta/Oil,Gas&Mining",MTG (Metalogenia SA),España,360,Mining,A,"MTG (Metalogenia SA) es un fabricante industrial puro: diseña y produce sistemas de desgaste y protección (GET) para maquinaria de minería, construcción y dragado. Tiene fundición propia en Monzón (España), llevan operando desde 1957, y exportan a más de 60 países con oficinas propias en Australia, Chile, EE.UU. y Corea del Sur y más de 300 distribuidores. Sus clientes son OEMs (Caterpillar, Komatsu, Liebherr, Hitachi) y operadores de maquinaria a nivel global, lo que implica un universo de compradores muy amplio. El ticket es alto (componentes de ingeniería de desgaste para equipos pesados) y el ciclo de venta es largo al tratarse de homologaciones técnicas con grandes OEM y flotas mineras. Encaja de lleno en el patrón fabricante-exportador-ICP de Neety.","FABRICANTE con fundición propia en Monzón (España) — planta de >12.000 m² inaugurada en 2013 (mining-technology.com) | Exportación activa a 60+ países con oficinas en Australia, Chile, EE.UU. y Corea del Sur (mtgcorp.com, consultado 2026) | Más de 300 distribuidores globales en Europa, África, Oriente Medio, Norteamérica, Oceanía, Sudamérica y Asia (mtgcorp.com) | Clientes OEM directos: Caterpillar, Komatsu, Liebherr, Hitachi — ventas directas a fabricantes de maquinaria pesada (mtgcorp.com/en/oems) | ~360 empleados (LinkedIn HQ España), dentro del rango 80-1000 ICP | Fundada en 1957, gestión independiente y privada — sin dependencia de multinacional extranjera (about MTG) | Productos de alto valor añadido: sistemas tooth-adapter, shrouds, lips para excavadoras, cargadoras, dragas",https://www.mtgcorp.com/ | https://mtgcorp.com/about | https://mtgcorp.com/en/oems | https://mtgcorp.com/en/product-manufacturing | https://www.mining-technology.com/contractors/bearings-machine-parts/mtg/ | https://www.dredgepoint.org/dredging-database/in-the-picture/mtg-protection-systems-and-wear-parts-get-earthmoving-machinery
Oculta/Telecom,FERMAX Global,España,118,Telecommunications,A,"FERMAX es un fabricante industrial puro: diseña y fabrica videoporteros, sistemas de control de acceso y soluciones conectadas desde 1949 con dos centros de producción propios en Valencia. Exporta a más de 85 países a través de 7 filiales internacionales propias y 4 oficinas de representación; facturación ~90M€ (2025). Su universo de compradores es amplio —promotoras, constructoras, instaladores, integradores, facility managers en todo el mundo— y cada proyecto de edificio o urbanización implica ciclos de venta largos y ticket elevado. Reciente entrada de Ardian como socio mayoritario indica ambición de crecimiento internacional acelerado, lo que aumenta la necesidad de inteligencia comercial por señales. La categoría LinkedIn ""Telecom"" es un falso positivo: no es operadora sino fabricante de equipos de comunicación/seguridad para el sector de la construcción.","Fundada 1949, dos centros productivos propios en Valencia — fabricante confirmado, no operador (ficha LinkedIn 2025) | Presente en más de 85 países con 7 filiales internacionales propias y 4 oficinas de representación (web fermax.com 2025) | Facturación consolidada >90M€ en 2025; >83M€ en 2024 — escala media-alta compatible con ICP | 550+ empleados (75 en I+D) — tamaño dentro del rango ~80-1000 del ICP | Adquisición de S-Labs (Polonia) en 2025 — expansión internacional activa, señal de proyecto | Ardian (PE) como socio mayoritario desde finales 2025 — presión de crecimiento que genera necesidad de inteligencia comercial | Universo de compradores amplio: promotoras, instaladores, integradores, administradores de fincas en todo el mundo",https://www.fermax.com/intl-es/sobre-fermax/actualidad/fermax-inicia-una-nueva-etapa-con-ardian-como-socio-mayoritario | https://valenciaplaza.com/valenciaplaza/tierra-de-empresas/fermax-invierte-en-la-empresa-polaca-s-labs-para-potenciar-la-integracion-de-la-eficiencia-energetica-del-hogar-en-sus-soluciones-de-videoportero | https://fermax.com/spain
Oculta/Telecom,Teltronic,España,397,Telecommunications,A,"Teltronic es un FABRICANTE puro de equipos y sistemas de comunicaciones de misión crítica (infraestructura TETRA, terminales LTE/5G, equipos embarcados ferroviarios, centros de control). Con sede en Zaragoza y más de 50 años de historia, diseña y produce hardware propio — no es operadora ni carrier. Exporta a más de 60 países con más de 500 sistemas instalados, subsidiarias propias en EE.UU./Canadá (PowerTrunk), Colombia, Perú, Brasil, México, Singapur y Dubai. Sus clientes son fuerzas de seguridad, metros, ferroviarias, minería e infraestructura crítica industrial — universo de compradores amplio y diverso. El ticket y el ciclo de venta son elevados (sistemas de infraestructura de red completos). Encaja perfectamente en el patrón ICP Neety: fabricante industrial español de equipo/sistemas, exportador global, venta directa, ciclo largo.","FABRICANTE declarado: 'design and manufacturing of mission-critical radio communications equipment and systems' (LinkedIn summary, 2025) | Más de 500 sistemas instalados en 60 países — exportador global consolidado | Subsidiarias propias en EE.UU./Canadá (PowerTrunk), Colombia, Perú, Brasil, México, Singapur y Dubai — estructura comercial internacional directa | 397 empleados — tamaño mid-market dentro del rango ICP (80-1000) | Portfolio de hardware propio: infraestructura TETRA, terminales LTE/5G, equipos ferroviarios, centros de mando — ticket alto, ciclo largo | Adquisición por Amper (grupo tecnológico español) en 2025/2026 — señal de crecimiento y expansión | Clientes en minería, movilidad, infraestructura crítica — sector industrial, universo de compradores amplio",https://www.teltronic.es/en/about-us/ | https://www.criticalcommunicationsreview.com/ccr/news/118701/amper-to-acquire-teltronic-from-nazca | https://urgentcomm.com/land-mobile-radio/hytera-communications-sells-powertrunk-parent-company-teltronic | https://www.nbmcw.com/interviews/teltronic-powering-mission-critical-communications-across-mining-mobility-critical-infrastructure.html
Oculta/Oil&Gas,Samson Ringo,España,99,Oil and Gas,A,"Samson Ringo es un FABRICANTE de válvulas industriales (bola, mariposa, control) para aplicaciones críticas en Oil&Gas, Petroquímica, Energía e Gas Industrial. Con sede en Zaragoza, exporta más del 75-80% de su producción a más de 90 países — es de hecho el 1er exportador español de válvulas. Filial de Samson AG (Alemania), pero opera como centro de fabricación y ventas autónomo en España. Sus clientes son plants industriales, refinería, centrales nucleares y petroquímicas en todo el mundo — universo de compradores amplio y global. Producto de alto valor, proyectos de larga duración y certificación exigente. Encaja perfectamente en el patrón FABRICANTE ICP: industrial, exportador, ticket alto, ciclo largo, venta directa a cliente final. El único matiz es ser subsidiaria de multinacional extranjera (Samson AG, Frankfurt), lo que puede limitar autonomía comercial/marketing, pero el equipo de ventas y la decisión comercial parecen locales en Zaragoza.","FABRICANTE de válvulas industriales para Oil&Gas, Petroquímica, Energía — NO operador (ringospain.com, perfil LinkedIn) | Exporta +75-80% de producción a más de 90 países — 1er exportador español de válvulas (ringospain.com/company-profile) | Más de 10.000 válvulas instaladas en +30 plantas nucleares en 17 países — validación de presencia internacional (ringospain.com) | ~99 empleados en España según LinkedIn — tamaño mediana encajando en rango ICP 80-1000 | Aplicaciones críticas (severe-service, API 6A hasta 15.000 psig) → ticket alto y ciclo largo de proyecto | Establecida en 2000 en Zaragoza, con más de 30 años de experiencia acumulada del grupo Ringo",https://www.ringospain.com/company-2/company-profile/ | https://www.ringospain.com/ | https://www.dlouhytechnology.com/en/samson-group/samson-ringo | https://www.valveworldexpo.com/en/Media_News/News/Business_News_Archive/Ringo_V%C3%A1lvulas_joins_SAMSON_GROUP
Oculta/Mining,REINOSA FORGINGS & CASTINGS SL,España,112,Mining,A,"FABRICANTE puro de grandes forjados y piezas de fundición de acero especial a medida (proceso integrado desde chatarra hasta producto acabado con mecanizado). Exporta a más de 50 países con el 63% de sus ventas en el exterior. Sus mercados son oil & gas, naval, generación eléctrica, minería, maquinaria pesada y defensa — todos compradores industriales B2B con ciclos largos y tickets unitarios muy altos (piezas de hasta 140 toneladas). El universo de cuentas objetivo es amplísimo: astilleros, OEMs de turbinas, plantas petroquímicas, fabricantes de prensas industriales en decenas de países. Encaja de pleno en el patrón ICP de Neety: fabricante industrial exportador con venta directa, ciclo largo y necesidad de inteligencia de señales para detectar proyectos en fase temprana.","FABRICANTE con proceso integrado acero-forja-fundición-mecanizado, no operador ni distribuidor (reinosafc.com, 2026) | Exporta a más de 50 países; 63% de ventas son exportaciones (reinosafc.com, 2026) | Sectores: oil & gas, naval, generación eléctrica, minería/cemento, maquinaria pesada, militar — universo de compradores muy amplio (reinosafc.com, 2026) | Piezas a medida de hasta 140 t en acero especial: ticket unitario muy elevado y ciclo de venta largo (reinosafc.com, 2026) | Más de 100 años de historia manufacturera; presencia en FUNDIGEX (asociación española de fundición exportadora) (fundigex.es, 2026) | Empresa listada como exportadora activa en CESCE Exportadores (cesce.es, 2026)",https://reinosafc.com/language/en/quienes-somos-en/ | https://www.fundigex.es/en/empresa/sidenor-aceros-especiales | https://exportadores.cesce.es/exportaciones-reinosa-forgings-castings | https://es.linkedin.com/company/reinosa-forgings-castings-sl
Oculta/Logistica,Liderkit,España,91,Transportation/Trucking/Railroad,A,"Liderkit es un fabricante industrial puro de carrocerías para vehículos distribuidas en kit, con sede en Guarromán (Jaén). Exporta el 56% de su producción a más de 70 países en cinco continentes, con Francia, Italia y Alemania como mercados clave. Facturación de 57,5 M€ en 2025, más de 10.300 unidades fabricadas ese año y plantilla de 270 personas (creciendo desde los 91 del perfil LinkedIn, probablemente datos desactualizados). Tiene plantas en España (153.500 m²) y Marruecos. Sus clientes directos son flotas de transporte, operadores logísticos, empresas de distribución y municipios — universo amplio de compradores B2B con ciclo de venta consultivo y ticket relevante. No es operador ni servicio: es el fabricante del bien de equipo. Encaja perfectamente con el patrón ICP de Neety.","FABRICANTE probado: más de 10.300 carrocerías fabricadas en 2025 (récord histórico), facturación 57,5 M€ (+6% YoY) — interempresas.net, 2025 | Exportador activo: 56,3% de la producción destinada a exportación, presencia comercial en más de 70 países en 5 continentes — es.investing.com, 2025 | Infraestructura industrial: planta principal de 153.500 m² en Guarromán (Jaén) + 24.000 m² en Marruecos — aionsur.com, 2025 | Plantilla en crecimiento: 270 empleados a cierre de 2025 (empresa mediana en expansión) | Universo de compradores amplio: vende a flotas de transporte, distribuidores, operadores logísticos y administraciones en mercados muy diversos | Homologaciones internacionales con grandes marcas de vehículos, lo que indica venta directa técnica y ciclo consultivo",https://www.interempresas.net/Camiones-transporte-carretera/632007-Liderkit-supera-10300-carrocerias-fabricadas-2025-eleva-facturacion-hasta-57-5-millones.html | https://es.investing.com/news/stock-market-news/la-empresa-liderkit-de-jaen-destina-a-la-exportacion-el-56--de-su-produccion-en-2025-3635909 | https://www.aionsur.com/liderkit-supera-las-10-300-carrocerias-fabricadas-en-2025-y-alcanza-una-facturacion-de-575-millones-de-euros/
Oculta/Logistica,bound4blue,España,97,Maritime Transportation,A,"bound4blue es FABRICANTE de sistemas de propulsión eólica (eSAIL®) — hardware propio que diseña, fabrica e instala sobre buques de terceros. No opera barcos ni presta servicios de transporte. Vende directamente a armadores/navieras (Maersk Tankers, Odfjell, Eastern Pacific Shipping, BW Epic Kosan…) con tickets altos y ciclos de venta largos. El universo de compradores es amplio: cualquier naviera del mundo que necesite reducir combustible y emisiones. Tiene presencia internacional activa (sede España, oficinas en Barcelona y Singapur, línea de producción en China desde 2025), ha cerrado el mayor contrato de propulsión eólica de la historia (20 eSAILs para Maersk Tankers, 2024) y acaba de levantar $44M (dic 2025). Con ~97 empleados está en el rango ICP. El sector es naval/marítimo, no manufactura terrestre clásica, pero el patrón fabricante-exportador-venta directa-ticket alto-ciclo largo encaja perfectamente con el ICP de Neety.","FABRICANTE de hardware propio: sistema eSAIL® de propulsión eólica suction-sail, no operador naviero (2021–2025) | Clientes directos: Maersk Tankers, Eastern Pacific Shipping, Odfjell, BW Epic Kosan, Louis Dreyfus, Marubeni (2024-2025) | Mayor contrato de propulsión eólica histórico: 20 unidades eSAIL para Maersk Tankers (2024) | Internacionalización activa: sede Cantabria, oficinas Barcelona y Singapur, producción en España y China (2025) | Ronda de $44M cerrada en diciembre 2025 — crecimiento comercial acelerado | Order book: 12 barcos adicionales en cartera, >50 eSAILs (2025) | ~97 empleados — dentro del rango ICP 80-1000 | Venta directa al armador final, sin distribuidores intermedios | Ticket alto + ciclo largo: contrato de instalación y validación técnica por buque",https://bound4blue.com/bound4blue-lands-us44m-from-investors-eyeing-wind-power-as-maritimes-most-scalable-solution-for-fuel-and-emission-cuts-today/ | https://bound4blue.com/esail/ | https://bound4blue.com/about/ | https://www.lr.org/en/knowledge/press-room/press-listing/press-release/2025/lr-validates-bound4blues-new-methodology-to-accelerate-wind-propulsion-adoption/ | https://bound4blue.com/bound4blue-targets-asian-growth-with-new-production-capabilities-and-partnerships-in-china/
Oculta/Logistica,INDCAR,España,85,Truck Transportation,A,"INDCAR encaja de forma sólida con el ICP de Neety. Es un fabricante industrial puro (carrocerías de minibús para pasajeros), exportador intensivo (90% de ingresos fuera de España), con una red de clientes fragmentada en más de 10 países europeos y una oferta de producto de alto valor unitario y ciclo de venta largo. La industria LinkedIn es 'Truck Transportation' porque fabrica vehículos, lo que explica por qué apareció en el pool de Logística, pero la actividad real es manufactura de equipo. Sin señales anti-ICP: no es operador, no es distribuidor ni instalador, no es filial de multinacional extranjera. La señal de expansión (nueva planta en Rumanía, oficinas en Italia y Francia) indica una empresa en modo de crecimiento internacional activo — momento ideal para inteligencia comercial por señales.","FABRICANTE de carrocerías de minibús desde 1888 en Arbúcies (Girona) — no operador ni servicio | Exportaciones representan ~90% de la facturación total (2025) | Facturación récord 67 M€ en 2025 (+46% vs 2024), 555 unidades producidas | Clientes en más de 10 países: Italia (60%), Francia (24%), España (10%), Bélgica, Islandia, Suecia | Dos plantas en España, una en Rumanía, oficinas comerciales en Italia y Francia — estructura comercial internacional propia | ~360 empleados; encaja en el rango 80-1000 empleados del ICP | Líder en la gama de minibuses más amplia de Europa (25-40 pax) — producto de ticket alto y ciclo de venta largo (vehículo especial B2B) | Venta directa a flotas de transporte público, operadores de turismo y empresas — universo de compradores amplio y fragmentado en Europa",https://carrilbus.com/indcar-alcanza-una-facturacion-record-de-67-millones-de-euros-en-2025-y-refuerza-su-liderazgo-en-europa | https://www.viaempresa.cat/es/territorio/carroceria-indcar-arbucies-crece-11-durante-2024-factura-50-millones_2211306_102.html | https://indcar.es/en/about-us/
Oculta/Utilities,Axial Structural Solutions,España,301,Solar Electric Power Generation,A,"Axial Structural Solutions es FABRICANTE de estructuras metálicas fijas y trackers solares para plantas fotovoltaicas — bien de equipo industrial de alta ingeniería, no operadora. Aunque su categoría LinkedIn es ""Utilities"", el negocio es manufactura y suministro de sistemas estructurales. Exporta el 60% de su producción, está presente en +26 países (Chile, Francia, UK, Brasil, Senegal, Kazajistán…) con oficinas propias en México, Chile, USA y Francia. Capacidad de producción 3,2 GW/año, 50.000 t de materia prima procesada anualmente. Más de 270 proyectos ejecutados y 1,5 GW instalados globalmente. Universo de compradores amplio: promotores/developers de parques solares, fondos de infraestructura, EPCs, utilities (como clientes compradores, no como operadora). Ticket alto y ciclo largo por naturaleza de los proyectos de gran escala. ~301 empleados. El falso ""Utilities"" de LinkedIn era trampa de categoría: es fabricante puro de equipo. Punto menor: pertenece a Grupo Alonso (grupo industrial español), pero opera como entidad autónoma con marca propia y no es filial de multinacional extranjera.","FABRICANTE de estructuras fijas y trackers fotovoltaicos — bien de equipo industrial (axialstructural.com, 2024) | Exporta 60% de producción total a mercados como Chile, Francia, Países Bajos, UK (pv-magazine.es, 2020) | Presencia en +26 países con proyectos ejecutados (grupo-alonso.com, 2024) | Oficinas propias en México, Chile, USA y Francia — estructura comercial internacional directa | Capacidad de producción 3,2 GW/año; 50.000 t materia prima/año — escala industrial real | Más de 1,5 GW diseñados, fabricados e instalados globalmente (review-energy.com, 2024) | Nueva planta de producción en Brasil (Bahía) con 8 proyectos contratados por 50 MW — expansión activa (grupo-alonso.com, 2024) | ~301 empleados según LinkedIn — tamaño dentro del rango ICP",https://www.axialstructural.com | https://grupo-alonso.com/empresas/axial/ | https://www.pv-magazine.es/2020/10/02/made-in-spain-axial-structural-solutions/ | https://www.review-energy.com/solar/brasil-y-chile-los-mercados-que-tiene-en-la-mira-axial-structural-solutions | https://grupo-alonso.com/axial-structural-solutions-avanza-en-su-expansion-internacional-con-un-nuevo-centro-de-produccion-en-brasil/
Oculta/Telecom,NAYAR Systems,España,89,Telecommunications,A,"NAYAR Systems es FABRICANTE de hardware IoT/M2M para el sector de la elevacion (ascensores): produce dispositivos fisicos propios — GSM Smart Router (primer dispositivo IoT para ascensores), Nearkey (control de acceso por Bluetooth/nube), Advertisim (pantalla con conectividad en cabinas), modulos M2M via su marca 72horas. No es operadora telecom ni carrier: usa conectividad como insumo para fabricar equipos inteligentes industriales. Con 89 empleados, presencia en 31 paises, oficina en Shanghai (2019), lider europeo en IoT para elevacion. Sus clientes son fabricantes de ascensores y empresas de mantenimiento en todo el mundo — universo de compradores amplio y fragmentado. Venta directa a fabricantes OEM y empresas de mantenimiento. Ticket alto (contratos de conectividad + hardware + licencia SaaS, ciclo de decision largo en B2B industrial). Encaja como fabricante de equipos/sistemas industriales exportador con venta directa — perfil muy alineado con el ICP de Neety.","FABRICANTE de hardware IoT propio: GSM Smart Router, Nearkey, Advertisim, modulos M2M 72horas (web corporativa, 2024) | Presencia en 31 paises — exportador global confirmado (nayarsystems.com/en/about-us/history/) | Oficina propia en Shanghai abierta en 2019 para expansion Asia-Pacifico (blog corporativo 2019) | Lider europeo en IoT para el sector de elevacion segun autodeclaracion y cobertura de prensa (ComputerWeekly, 2021) | ~89 empleados — tamano correcto para ICP Neety | Partner de PCCW Global para ampliar alcance IoT global (ComputerWeekly, 2021) | Clientes: fabricantes de ascensores y empresas de mantenimiento — universo de compradores amplio y fragmentado a nivel mundial | Modelo de negocio B2B directo: hardware + conectividad M2M + licencia SaaS por ascensor",https://www.nayarsystems.com/en/ | https://www.nayarsystems.com/en/about-us/history/ | https://www.nayarsystems.com/en/iot-solutions/ | https://www.computerweekly.com/news/252487590/PCCW-Global-furthers-global-IoT-reach-with-Nayar-Systems | https://www.nayarsystems.com/en/blog/company/nayar-systems-iot-technology-conquers-the-elevator-industry-in-the-asian-market/
Oculta/Logistica,CALVERA HYDROGEN,España,70,"Transportation, Logistics, Supply Chain and Storage",A,"Calvera Hydrogen es el único fabricante de hidrogeneras completas en España y el principal del sur de Europa. Diseña y fabrica de forma propia equipos de compresión, almacenamiento, transporte y dispensación de hidrógeno a alta presión — bien de equipo industrial de ciclo largo y ticket elevado. Exporta activamente a Polonia, Francia, Reino Unido, Israel, EAU, Colombia, Perú, Chile, México y Sudeste Asiático. Su universo de compradores es amplio: operadores de movilidad pesada, distribuidores de gas industrial, gestores de infraestructura energética, municipios. Vende directamente al cliente final. Con ~105 empleados y dos plantas en Zaragoza/Épila encaja en el tramo de empresa mediana. La única reserva es que el hidrógeno es un mercado emergente con ciclos de proyecto aún irregulares, pero el patrón fabricante-exportador-venta directa-ticket alto es sólido.","Único fabricante de hidrogeneras en España y principal del sur de Europa (AESSGAN, 2023) | Más de 40 años de experiencia en fabricación de equipos de compresión, almacenamiento y dispensación de hidrógeno a alta presión | Fabricando 8 nuevas hidrogeneras para clientes en España, Polonia, Francia y Reino Unido (2023) | Presencia internacional en Europa, Israel, EAU, Colombia, Perú, Chile, México y Sudeste Asiático | ~105 empleados en 2025; dos plantas productivas en Zaragoza y Épila | Plan estratégico de expansión hacia Europa continental, Reino Unido y EE.UU. | Clasificada en LinkedIn como industria de logística/transporte pero en realidad es fabricante de equipo — encaja en el patrón 'fabricante escondido en categoría de servicios'",https://aessgan.es/calvera-unico-fabricante-de-hidrogeneras-de-espana/ | https://www.calvera.es/es/calvera-hydrogen-esta-fabricando-8-nuevas-hidrogeneras-de-alta-capacidad-con-sus-sistemas-de-transporte-asociados-para-espana-y-europa/ | https://www.calvera.es/about-us/ | https://www.calvera.es/equipment/hydrogen/
